Precinct	Votes	votes|Rahm Emanuel	pct|Rahm Emanuel	votes|Jesus ''Chuy'' Garcia	pct|Jesus ''Chuy'' Garcia
20020	173	33	19.08	140	80.92
20021	193	112	58.03	81	41.97
20022	339	182	53.69	157	46.31
20023	285	172	60.35	113	39.65
20024	245	124	50.61	121	49.39
20025	237	130	54.85	107	45.15
20026	279	131	46.95	148	53.05
20027	168	91	54.17	77	45.83
20028	190	111	58.42	79	41.58
20029	325	203	62.46	122	37.54
20030	152	99	65.13	53	34.87
20031	246	151	61.38	95	38.62
20032	258	166	64.34	92	35.66
20033	146	101	69.18	45	30.82
20034	286	112	39.16	174	60.84
20035	143	80	55.94	63	44.06
20036	90	60	66.67	30	33.33
20037	92	54	58.70	38	41.30
20038	112	64	57.14	48	42.86
20039	43	20	46.51	23	53.49
21001	327	208	63.61	119	36.39
21002	201	118	58.71	83	41.29
21003	305	184	60.33	121	39.67
21004	283	151	53.36	132	46.64
21005	335	188	56.12	147	43.88
21006	257	154	59.92	103	40.08
21007	328	198	60.37	130	39.63
21008	270	151	55.93	119	44.07
21009	334	192	57.49	142	42.51
21010	281	163	58.01	118	41.99
21011	284	190	66.90	94	33.10
21012	270	161	59.63	109	40.37
21013	260	145	55.77	115	44.23
21014	349	209	59.89	140	40.11
21015	261	151	57.85	110	42.15
21016	265	164	61.89	101	38.11
21017	250	137	54.80	113	45.20
21018	327	201	61.47	126	38.53
21019	303	199	65.68	104	34.32
21020	279	170	60.93	109	39.07
21021	233	149	63.95	84	36.05
21022	281	169	60.14	112	39.86
21023	269	146	54.28	123	45.72
21024	285	172	60.35	113	39.65
21025	279	153	54.84	126	45.16
21026	257	157	61.09	100	38.91
21027	298	150	50.34	148	49.66
21028	333	191	57.36	142	42.64
21029	293	170	58.02	123	41.98
21030	195	115	58.97	80	41.03
21031	219	135	61.64	84	38.36
21032	271	164	60.52	107	39.48
21033	289	169	58.48	120	41.52
21034	276	143	51.81	133	48.19
21035	309	202	65.37	107	34.63
21036	288	170	59.03	118	40.97
21037	237	132	55.70	105	44.30
21038	245	151	61.63	94	38.37
21039	206	121	58.74	85	41.26
21040	245	161	65.71	84	34.29
21041	314	175	55.73	139	44.27
21042	314	190	60.51	124	39.49
21043	285	177	62.11	108	37.89
21044	295	165	55.93	130	44.07
21045	289	161	55.71	128	44.29
21046	325	180	55.38	145	44.62
21047	252	146	57.94	106	42.06
21048	265	165	62.26	100	37.74
21049	330	182	55.15	148	44.85
21050	245	142	57.96	103	42.04
21051	326	202	61.96	124	38.04
21052	300	160	53.33	140	46.67
21053	225	123	54.67	102	45.33
21054	230	142	61.74	88	38.26
22001	175	102	58.29	73	41.71
22002	333	147	44.14	186	55.86
22003	436	26	5.96	410	94.04
22004	274	16	5.84	258	94.16
22005	320	32	10.00	288	90.00
22006	336	34	10.12	302	89.88
22007	240	24	10.00	216	90.00
22008	372	175	47.04	197	52.96
22009	257	12	4.67	245	95.33
22010	436	50	11.47	386	88.53
22011	264	27	10.23	237	89.77
22012	293	109	37.20	184	62.80
22013	315	41	13.02	274	86.98
22014	229	44	19.21	185	80.79
22015	234	21	8.97	213	91.03
22016	286	32	11.19	254	88.81
22017	333	30	9.01	303	90.99
22018	249	25	10.04	224	89.96
22019	124	43	34.68	81	65.32
22020	305	38	12.46	267	87.54
22021	300	123	41.00	177	59.00
22022	268	30	11.19	238	88.81
22023	343	216	62.97	127	37.03
22024	370	29	7.84	341	92.16
22025	337	32	9.50	305	90.50
23001	331	202	61.03	129	38.97
23002	309	172	55.66	137	44.34
23003	306	197	64.38	109	35.62
23004	368	215	58.42	153	41.58
23005	285	84	29.47	201	70.53
23006	321	118	36.76	203	63.24
23007	263	76	28.90	187	71.10
23008	362	182	50.28	180	49.72
23009	240	64	26.67	176	73.33
23010	337	120	35.61	217	64.39
23011	325	79	24.31	246	75.69
23012	336	183	54.46	153	45.54
23013	193	39	20.21	154	79.79
23014	297	173	58.25	124	41.75
23015	258	74	28.68	184	71.32
23016	313	187	59.74	126	40.26
23017	177	37	20.90	140	79.10
23018	279	132	47.31	147	52.69
23019	235	50	21.28	185	78.72
23020	184	45	24.46	139	75.54
23021	319	191	59.87	128	40.13
23022	303	170	56.11	133	43.89
23023	325	180	55.38	145	44.62
23024	236	54	22.88	182	77.12
23025	278	96	34.53	182	65.47
23026	306	130	42.48	176	57.52
23027	329	186	56.53	143	43.47
23028	327	167	51.07	160	48.93
23029	267	149	55.81	118	44.19
23030	332	99	29.82	233	70.18
23031	240	50	20.83	190	79.17
23032	302	93	30.79	209	69.21
23033	292	60	20.55	232	79.45
23034	257	68	26.46	189	73.54
23035	255	130	50.98	125	49.02
23036	353	226	64.02	127	35.98
23037	313	201	64.22	112	35.78
23038	276	155	56.16	121	43.84
23039	283	71	25.09	212	74.91
24001	216	113	52.31	103	47.69
24002	196	101	51.53	95	48.47
24003	223	125	56.05	98	43.95
24004	187	114	60.96	73	39.04
24005	136	66	48.53	70	51.47
24006	232	120	51.72	112	48.28
24007	149	41	27.52	108	72.48
24008	150	79	52.67	71	47.33
24009	220	124	56.36	96	43.64
24010	132	58	43.94	74	56.06
24011	227	121	53.30	106	46.70
24012	125	73	58.40	52	41.60
24013	116	72	62.07	44	37.93
24014	193	105	54.40	88	45.60
24015	139	76	54.68	63	45.32
24016	263	60	22.81	203	77.19
24017	158	86	54.43	72	45.57
24018	252	133	52.78	119	47.22
24019	247	140	56.68	107	43.32
24020	172	93	54.07	79	45.93
24021	113	61	53.98	52	46.02
24022	279	159	56.99	120	43.01
24023	201	100	49.75	101	50.25
24024	274	133	48.54	141	51.46
24025	188	110	58.51	78	41.49
24026	320	194	60.63	126	39.38
24027	231	126	54.55	105	45.45
24028	184	91	49.46	93	50.54
24029	168	99	58.93	69	41.07
24030	123	65	52.85	58	47.15
24031	249	127	51.00	122	49.00
24032	134	81	60.45	53	39.55
24033	125	72	57.60	53	42.40
24034	200	110	55.00	90	45.00
24035	309	162	52.43	147	47.57
24036	287	154	53.66	133	46.34
24037	136	73	53.68	63	46.32
24038	214	80	37.38	134	62.62
24039	296	147	49.66	149	50.34
24040	207	110	53.14	97	46.86
24041	155	99	63.87	56	36.13
25001	312	84	26.92	228	73.08
25002	319	66	20.69	253	79.31
25003	250	172	68.80	78	31.20
25004	230	142	61.74	88	38.26
25005	353	101	28.61	252	71.39
25006	143	103	72.03	40	27.97
25007	344	52	15.12	292	84.88
25008	351	55	15.67	296	84.33
25009	343	51	14.87	292	85.13
25010	318	276	86.79	42	13.21
25011	352	67	19.03	285	80.97
25012	326	70	21.47	256	78.53
25013	379	55	14.51	324	85.49
25014	249	181	72.69	68	27.31
25015	323	88	27.24	235	72.76
25016	301	256	85.05	45	14.95
25017	378	95	25.13	283	74.87
25018	333	266	79.88	67	20.12
25019	389	65	16.71	324	83.29
25020	213	138	64.79	75	35.21
25021	316	233	73.73	83	26.27
25022	326	59	18.10	267	81.90
25023	360	74	20.56	286	79.44
25024	359	55	15.32	304	84.68
25025	309	209	67.64	100	32.36
25026	318	59	18.55	259	81.45
25027	220	150	68.18	70	31.82
25028	368	62	16.85	306	83.15
25029	272	163	59.93	109	40.07
25030	309	51	16.50	258	83.50
25031	312	258	82.69	54	17.31
25032	299	83	27.76	216	72.24
26001	197	82	41.62	115	58.38
26002	211	55	26.07	156	73.93
26003	212	95	44.81	117	55.19
26004	168	60	35.71	108	64.29
26005	193	58	30.05	135	69.95
26006	230	72	31.30	158	68.70
26007	161	49	30.43	112	69.57
26008	115	26	22.61	89	77.39
26009	197	60	30.46	137	69.54
26010	196	59	30.10	137	69.90
26011	205	59	28.78	146	71.22
26012	190	74	38.95	116	61.05
26013	140	52	37.14	88	62.86
26014	154	34	22.08	120	77.92
26015	125	43	34.40	82	65.60
26016	125	39	31.20	86	68.80
26017	205	116	56.59	89	43.41
26018	201	80	39.80	121	60.20
26019	131	43	32.82	88	67.18
26020	191	84	43.98	107	56.02
26021	220	73	33.18	147	66.82
26022	146	41	28.08	105	71.92
26023	142	44	30.99	98	69.01
26024	199	67	33.67	132	66.33
26025	191	55	28.80	136	71.20
26026	131	43	32.82	88	67.18
26027	240	89	37.08	151	62.92
26028	235	127	54.04	108	45.96
26029	146	53	36.30	93	63.70
26030	158	48	30.38	110	69.62
26031	118	34	28.81	84	71.19
26032	217	115	53.00	102	47.00
26033	201	72	35.82	129	64.18
26034	228	81	35.53	147	64.47
26035	220	84	38.18	136	61.82
26036	164	57	34.76	107	65.24
26037	207	54	26.09	153	73.91
26038	126	39	30.95	87	69.05
26039	213	79	37.09	134	62.91
26040	98	32	32.65	66	67.35
26041	218	81	37.16	137	62.84
26042	170	48	28.24	122	71.76
26043	145	38	26.21	107	73.79
26044	127	41	32.28	86	67.72
26045	99	30	30.30	69	69.70
26046	135	66	48.89	69	51.11
26047	173	41	23.70	132	76.30
26048	172	59	34.30	113	65.70
26049	124	31	25.00	93	75.00
27001	249	203	81.53	46	18.47
27002	295	207	70.17	88	29.83
27003	146	75	51.37	71	48.63
27004	145	75	51.72	70	48.28
27005	178	102	57.30	76	42.70
27006	195	132	67.69	63	32.31
27007	296	149	50.34	147	49.66
27008	185	110	59.46	75	40.54
27009	108	87	80.56	21	19.44
27010	266	176	66.17	90	33.83
27011	230	173	75.22	57	24.78
27012	177	144	81.36	33	18.64
27013	371	221	59.57	150	40.43
27014	119	73	61.34	46	38.66
27015	169	117	69.23	52	30.77
27016	181	137	75.69	44	24.31
27017	226	135	59.73	91	40.27
27018	193	126	65.28	67	34.72
27019	160	89	55.63	71	44.38
27020	175	108	61.71	67	38.29
27021	245	205	83.67	40	16.33
27022	152	74	48.68	78	51.32
27023	210	126	60.00	84	40.00
27024	199	79	39.70	120	60.30
27025	194	117	60.31	77	39.69
27026	215	111	51.63	104	48.37
27027	230	150	65.22	80	34.78
27028	125	72	57.60	53	42.40
27029	180	74	41.11	106	58.89
27030	125	71	56.80	54	43.20
27031	186	106	56.99	80	43.01
27032	192	102	53.13	90	46.88
27033	233	162	69.53	71	30.47
27034	233	162	69.53	71	30.47
27035	239	172	71.97	67	28.03
27036	177	98	55.37	79	44.63
27037	295	216	73.22	79	26.78
27038	417	310	74.34	107	25.66
27039	199	115	57.79	84	42.21
27040	297	178	59.93	119	40.07
27041	251	171	68.13	80	31.87
27042	177	121	68.36	56	31.64
27043	177	93	52.54	84	47.46
27044	186	104	55.91	82	44.09
27045	264	182	68.94	82	31.06
27046	187	168	89.84	19	10.16
27047	217	139	64.06	78	35.94
27048	272	175	64.34	97	35.66
27049	149	85	57.05	64	42.95
27050	206	128	62.14	78	37.86
28001	180	99	55.00	81	45.00
28002	179	94	52.51	85	47.49
28003	151	72	47.68	79	52.32
28004	183	114	62.30	69	37.70
28005	167	101	60.48	66	39.52
28006	153	102	66.67	51	33.33
28007	220	122	55.45	98	44.55
28008	131	94	71.76	37	28.24
28009	199	126	63.32	73	36.68
28010	235	150	63.83	85	36.17
28011	361	157	43.49	204	56.51
28012	222	143	64.41	79	35.59
28013	199	109	54.77	90	45.23
28014	218	141	64.68	77	35.32
28015	81	58	71.60	23	28.40
28016	140	87	62.14	53	37.86
28017	171	108	63.16	63	36.84
28018	182	117	64.29	65	35.71
28019	212	82	38.68	130	61.32
28020	223	108	48.43	115	51.57
28021	185	116	62.70	69	37.30
28022	180	85	47.22	95	52.78
28023	245	141	57.55	104	42.45
28024	192	110	57.29	82	42.71
28025	273	134	49.08	139	50.92
28026	222	135	60.81	87	39.19
28027	243	151	62.14	92	37.86
28028	268	177	66.04	91	33.96
28029	93	55	59.14	38	40.86
28030	47	27	57.45	20	42.55
28031	318	208	65.41	110	34.59
28032	195	117	60.00	78	40.00
28033	243	146	60.08	97	39.92
28034	286	157	54.90	129	45.10
28035	233	117	50.21	116	49.79
28036	142	81	57.04	61	42.96
28037	293	186	63.48	107	36.52
28038	115	64	55.65	51	44.35
28039	167	102	61.08	65	38.92
28040	262	164	62.60	98	37.40
28041	165	85	51.52	80	48.48
28042	242	131	54.13	111	45.87
28043	255	170	66.67	85	33.33
28044	159	84	52.83	75	47.17
28045	177	118	66.67	59	33.33
28046	404	171	42.33	233	57.67
29001	397	217	54.66	180	45.34
29002	406	257	63.30	149	36.70
29003	301	200	66.45	101	33.55
29004	320	195	60.94	125	39.06
29005	253	143	56.52	110	43.48
29006	234	138	58.97	96	41.03
29007	300	189	63.00	111	37.00
29008	171	98	57.31	73	42.69
29009	375	191	50.93	184	49.07
29010	448	263	58.71	185	41.29
29011	175	89	50.86	86	49.14
29012	359	216	60.17	143	39.83
29013	298	169	56.71	129	43.29
29014	303	155	51.16	148	48.84
29015	361	217	60.11	144	39.89
29016	299	177	59.20	122	40.80
29017	272	176	64.71	96	35.29
29018	263	162	61.60	101	38.40
29019	314	165	52.55	149	47.45
29020	385	216	56.10	169	43.90
29021	288	181	62.85	107	37.15
29022	218	99	45.41	119	54.59
29023	331	161	48.64	170	51.36
29024	259	165	63.71	94	36.29
29025	342	228	66.67	114	33.33
29026	302	172	56.95	130	43.05
29027	255	146	57.25	109	42.75
29028	356	194	54.49	162	45.51
29029	297	165	55.56	132	44.44
29030	393	227	57.76	166	42.24
29031	286	164	57.34	122	42.66
29032	267	131	49.06	136	50.94
29033	250	141	56.40	109	43.60
29034	200	112	56.00	88	44.00
29035	183	101	55.19	82	44.81
29036	274	186	67.88	88	32.12
29037	281	156	55.52	125	44.48
29038	258	123	47.67	135	52.33
29039	282	142	50.35	140	49.65
29040	331	201	60.73	130	39.27
29041	249	153	61.45	96	38.55
29042	283	171	60.42	112	39.58
29043	390	195	50.00	195	50.00
29044	367	199	54.22	168	45.78
30001	283	119	42.05	164	57.95
30002	276	127	46.01	149	53.99
30003	211	93	44.08	118	55.92
30004	282	134	47.52	148	52.48
30005	200	71	35.50	129	64.50
30006	228	99	43.42	129	56.58
30007	297	101	34.01	196	65.99
30008	312	147	47.12	165	52.88
30009	224	113	50.45	111	49.55
30010	279	112	40.14	167	59.86
30011	219	66	30.14	153	69.86
30012	234	95	40.60	139	59.40
30013	252	112	44.44	140	55.56
30014	172	63	36.63	109	63.37
30015	289	178	61.59	111	38.41
30016	140	56	40.00	84	60.00
30017	271	141	52.03	130	47.97
30018	254	73	28.74	181	71.26
30019	251	60	23.90	191	76.10
30020	285	105	36.84	180	63.16
30021	240	106	44.17	134	55.83
30022	287	88	30.66	199	69.34
30023	238	82	34.45	156	65.55
30024	240	81	33.75	159	66.25
30025	271	106	39.11	165	60.89
30026	175	77	44.00	98	56.00
30027	157	74	47.13	83	52.87
30028	280	132	47.14	148	52.86
30029	148	53	35.81	95	64.19
30030	114	37	32.46	77	67.54
30031	191	86	45.03	105	54.97
30032	190	80	42.11	110	57.89
31001	208	57	27.40	151	72.60
31002	175	59	33.71	116	66.29
31003	237	99	41.77	138	58.23
31004	236	78	33.05	158	66.95
31005	224	82	36.61	142	63.39
31006	214	87	40.65	127	59.35
31007	223	78	34.98	145	65.02
31008	151	60	39.74	91	60.26
31009	248	95	38.31	153	61.69
31010	181	77	42.54	104	57.46
31011	186	86	46.24	100	53.76
31012	183	80	43.72	103	56.28
31013	231	59	25.54	172	74.46
31014	203	90	44.33	113	55.67
31015	178	68	38.20	110	61.80
31016	246	60	24.39	186	75.61
31017	221	102	46.15	119	53.85
31018	203	84	41.38	119	58.62
31019	188	85	45.21	103	54.79
31020	203	73	35.96	130	64.04
31021	187	77	41.18	110	58.82
31022	176	43	24.43	133	75.57
31023	194	80	41.24	114	58.76
31024	228	93	40.79	135	59.21
31025	187	64	34.22	123	65.78
31026	230	97	42.17	133	57.83
31027	250	104	41.60	146	58.40
31028	178	62	34.83	116	65.17
31029	248	122	49.19	126	50.81
31030	168	64	38.10	104	61.90
31031	209	78	37.32	131	62.68
31032	174	55	31.61	119	68.39
31033	200	95	47.50	105	52.50
31034	204	91	44.61	113	55.39
31035	245	84	34.29	161	65.71
31036	245	101	41.22	144	58.78
31037	188	76	40.43	112	59.57
31038	210	79	37.62	131	62.38
31039	193	48	24.87	145	75.13
31040	209	71	33.97	138	66.03
31041	195	49	25.13	146	74.87
32001	282	172	60.99	110	39.01
32002	249	188	75.50	61	24.50
32003	358	139	38.83	219	61.17
32004	299	208	69.57	91	30.43
32005	287	172	59.93	115	40.07
32006	258	203	78.68	55	21.32
32007	315	234	74.29	81	25.71
32008	322	270	83.85	52	16.15
32009	301	188	62.46	113	37.54
32010	287	206	71.78	81	28.22
32011	301	117	38.87	184	61.13
32012	267	81	30.34	186	69.66
32013	282	223	79.08	59	20.92
32014	274	107	39.05	167	60.95
32015	264	164	62.12	100	37.88
32016	289	156	53.98	133	46.02
32017	316	131	41.46	185	58.54
32018	300	250	83.33	50	16.67
32019	253	138	54.55	115	45.45
32020	324	78	24.07	246	75.93
32021	331	216	65.26	115	34.74
32022	360	146	40.56	214	59.44
32023	256	201	78.52	55	21.48
32024	196	167	85.20	29	14.80
32025	261	162	62.07	99	37.93
32026	340	158	46.47	182	53.53
32027	321	253	78.82	68	21.18
32028	301	123	40.86	178	59.14
32029	316	170	53.80	146	46.20
32030	290	248	85.52	42	14.48
32031	295	213	72.20	82	27.80
32032	299	211	70.57	88	29.43
32033	319	216	67.71	103	32.29
32034	262	154	58.78	108	41.22
32035	258	183	70.93	75	29.07
32036	287	209	72.82	78	27.18
32037	222	122	54.95	100	45.05
32038	254	165	64.96	89	35.04
32039	348	295	84.77	53	15.23
32040	338	263	77.81	75	22.19
32041	297	222	74.75	75	25.25
32042	264	169	64.02	95	35.98
32043	286	117	40.91	169	59.09
33001	325	122	37.54	203	62.46
33002	416	172	41.35	244	58.65
33003	374	142	37.97	232	62.03
33004	370	149	40.27	221	59.73
33005	285	139	48.77	146	51.23
33006	300	130	43.33	170	56.67
33007	349	173	49.57	176	50.43
33008	478	256	53.56	222	46.44
33009	351	185	52.71	166	47.29
33010	365	218	59.73	147	40.27
33011	348	145	41.67	203	58.33
33012	344	159	46.22	185	53.78
33013	310	98	31.61	212	68.39
33014	159	45	28.30	114	71.70
33015	407	149	36.61	258	63.39
33016	487	233	47.84	254	52.16
33017	395	161	40.76	234	59.24
33018	396	151	38.13	245	61.87
33019	301	130	43.19	171	56.81
33020	377	153	40.58	224	59.42
33021	351	151	43.02	200	56.98
33022	387	211	54.52	176	45.48
33023	355	175	49.30	180	50.70
33024	545	326	59.82	219	40.18
33025	407	158	38.82	249	61.18
33026	230	78	33.91	152	66.09
33027	264	115	43.56	149	56.44
33028	261	88	33.72	173	66.28
34001	318	189	59.43	129	40.57
34002	270	175	64.81	95	35.19
34003	297	182	61.28	115	38.72
34004	222	132	59.46	90	40.54
34005	253	162	64.03	91	35.97
34006	350	227	64.86	123	35.14
34007	322	206	63.98	116	36.02
34008	219	122	55.71	97	44.29
34009	226	126	55.75	100	44.25
34010	301	171	56.81	130	43.19
34011	223	138	61.88	85	38.12
34012	312	194	62.18	118	37.82
34013	298	172	57.72	126	42.28
34014	220	125	56.82	95	43.18
34015	202	124	61.39	78	38.61
34016	228	140	61.40	88	38.60
34017	350	221	63.14	129	36.86
34018	204	121	59.31	83	40.69
34019	274	169	61.68	105	38.32
34020	360	251	69.72	109	30.28
34021	375	251	66.93	124	33.07
34022	290	194	66.90	96	33.10
34023	236	146	61.86	90	38.14
34024	235	145	61.70	90	38.30
34025	339	232	68.44	107	31.56
34026	290	169	58.28	121	41.72
34027	231	136	58.87	95	41.13
34028	187	119	63.64	68	36.36
34029	220	121	55.00	99	45.00
34030	304	176	57.89	128	42.11
34031	219	149	68.04	70	31.96
34032	264	177	67.05	87	32.95
34033	223	127	56.95	96	43.05
34034	301	173	57.48	128	42.52
34035	292	169	57.88	123	42.12
34036	275	153	55.64	122	44.36
34037	165	99	60.00	66	40.00
34038	167	111	66.47	56	33.53
34039	221	122	55.20	99	44.80
34040	305	183	60.00	122	40.00
34041	200	118	59.00	82	41.00
34042	315	191	60.63	124	39.37
34043	286	170	59.44	116	40.56
34044	280	177	63.21	103	36.79
34045	311	200	64.31	111	35.69
34046	190	116	61.05	74	38.95
34047	235	173	73.62	62	26.38
34048	325	199	61.23	126	38.77
34049	355	201	56.62	154	43.38
34050	224	124	55.36	100	44.64
34051	317	184	58.04	133	41.96
34052	231	147	63.64	84	36.36
34053	180	117	65.00	63	35.00
35001	293	99	33.79	194	66.21
35002	349	131	37.54	218	62.46
35003	237	75	31.65	162	68.35
35004	311	132	42.44	179	57.56
35005	256	74	28.91	182	71.09
35006	254	81	31.89	173	68.11
35007	257	56	21.79	201	78.21
35008	242	59	24.38	183	75.62
35009	302	122	40.40	180	59.60
35010	334	107	32.04	227	67.96
35011	307	91	29.64	216	70.36
35012	194	44	22.68	150	77.32
35013	191	45	23.56	146	76.44
35014	225	62	27.56	163	72.44
35015	322	76	23.60	246	76.40
35016	197	47	23.86	150	76.14
35017	270	118	43.70	152	56.30
35018	239	77	32.22	162	67.78
35019	179	51	28.49	128	71.51
35020	220	78	35.45	142	64.55
35021	244	78	31.97	166	68.03
35022	292	123	42.12	169	57.88
35023	272	118	43.38	154	56.62
35024	251	81	32.27	170	67.73
35025	284	112	39.44	172	60.56
35026	235	94	40.00	141	60.00
35027	230	97	42.17	133	57.83
35028	272	98	36.03	174	63.97
35029	218	80	36.70	138	63.30
35030	273	124	45.42	149	54.58
35031	321	139	43.30	182	56.70
36001	278	126	45.32	152	54.68
36002	293	92	31.40	201	68.60
36003	289	102	35.29	187	64.71
36004	289	109	37.72	180	62.28
36005	293	108	36.86	185	63.14
36006	239	88	36.82	151	63.18
36007	384	227	59.11	157	40.89
36008	247	51	20.65	196	79.35
36009	249	66	26.51	183	73.49
36010	297	98	33.00	199	67.00
36011	214	82	38.32	132	61.68
36012	167	46	27.54	121	72.46
36013	194	49	25.26	145	74.74
36014	300	145	48.33	155	51.67
36015	337	180	53.41	157	46.59
36016	318	154	48.43	164	51.57
36017	343	181	52.77	162	47.23
36018	309	175	56.63	134	43.37
36019	318	135	42.45	183	57.55
36020	284	139	48.94	145	51.06
36021	230	75	32.61	155	67.39
36022	217	46	21.20	171	78.80
36023	243	73	30.04	170	69.96
36024	338	170	50.30	168	49.70
36025	242	64	26.45	178	73.55
36026	270	170	62.96	100	37.04
36027	272	117	43.01	155	56.99
36028	265	127	47.92	138	52.08
36029	361	181	50.14	180	49.86
36030	318	175	55.03	143	44.97
37001	229	154	67.25	75	32.75
37002	176	73	41.48	103	58.52
37003	168	103	61.31	65	38.69
37004	220	131	59.55	89	40.45
37005	296	188	63.51	108	36.49
37006	265	154	58.11	111	41.89
37007	192	102	53.13	90	46.88
37008	193	98	50.78	95	49.22
37009	248	150	60.48	98	39.52
37010	315	171	54.29	144	45.71
37011	173	115	66.47	58	33.53
37012	191	91	47.64	100	52.36
37013	192	115	59.90	77	40.10
37014	265	172	64.91	93	35.09
37015	287	191	66.55	96	33.45
37016	268	152	56.72	116	43.28
37017	216	150	69.44	66	30.56
37018	264	150	56.82	114	43.18
37019	189	85	44.97	104	55.03
37020	209	119	56.94	90	43.06
37021	240	133	55.42	107	44.58
37022	240	111	46.25	129	53.75
37023	271	167	61.62	104	38.38
37024	279	178	63.80	101	36.20
37025	257	159	61.87	98	38.13
37026	337	203	60.24	134	39.76
37027	270	146	54.07	124	45.93
37028	206	109	52.91	97	47.09
37029	279	151	54.12	128	45.88
37030	241	128	53.11	113	46.89
37031	292	172	58.90	120	41.10
37032	250	138	55.20	112	44.80
37033	273	165	60.44	108	39.56
37034	259	165	63.71	94	36.29
37035	279	187	67.03	92	32.97
37036	213	142	66.67	71	33.33
37037	267	169	63.30	98	36.70
37038	304	164	53.95	140	46.05
37039	229	124	54.15	105	45.85
37040	295	185	62.71	110	37.29
37041	323	183	56.66	140	43.34
38001	274	155	56.57	119	43.43
38002	390	253	64.87	137	35.13
38003	310	191	61.61	119	38.39
38004	327	203	62.08	124	37.92
38005	320	181	56.56	139	43.44
38006	304	163	53.62	141	46.38
38007	327	213	65.14	114	34.86
38008	287	171	59.58	116	40.42
38009	348	202	58.05	146	41.95
38010	255	134	52.55	121	47.45
38011	288	169	58.68	119	41.32
38012	326	221	67.79	105	32.21
38013	339	187	55.16	152	44.84
38014	320	185	57.81	135	42.19
38015	273	163	59.71	110	40.29
38016	334	201	60.18	133	39.82
38017	338	194	57.40	144	42.60
38018	329	220	66.87	109	33.13
38019	375	285	76.00	90	24.00
38020	297	186	62.63	111	37.37
38021	238	136	57.14	102	42.86
38022	294	174	59.18	120	40.82
38023	336	203	60.42	133	39.58
38024	375	239	63.73	136	36.27
38025	244	149	61.07	95	38.93
38026	342	229	66.96	113	33.04
38027	318	200	62.89	118	37.11
38028	377	239	63.40	138	36.60
38029	295	170	57.63	125	42.37
38030	297	174	58.59	123	41.41
38031	302	162	53.64	140	46.36
38032	277	166	59.93	111	40.07
38033	285	147	51.58	138	48.42
38034	277	152	54.87	125	45.13
38035	292	155	53.08	137	46.92
38036	267	168	62.92	99	37.08
38037	325	156	48.00	169	52.00
38038	257	154	59.92	103	40.08
38039	353	197	55.81	156	44.19
38040	307	197	64.17	110	35.83
38041	319	204	63.95	115	36.05
39001	306	196	64.05	110	35.95
39002	405	284	70.12	121	29.88
39003	317	194	61.20	123	38.80
39004	319	203	63.64	116	36.36
39005	312	161	51.60	151	48.40
39006	287	134	46.69	153	53.31
39007	273	128	46.89	145	53.11
39008	334	133	39.82	201	60.18
39009	302	180	59.60	122	40.40
39010	150	77	51.33	73	48.67
39011	271	158	58.30	113	41.70
39012	339	161	47.49	178	52.51
39013	279	162	58.06	117	41.94
39014	255	152	59.61	103	40.39
39015	356	250	70.22	106	29.78
39016	223	94	42.15	129	57.85
39017	341	191	56.01	150	43.99
39018	306	155	50.65	151	49.35
39019	307	166	54.07	141	45.93
39020	368	244	66.30	124	33.70
39021	300	193	64.33	107	35.67
39022	229	95	41.48	134	58.52
39023	378	243	64.29	135	35.71
39024	417	251	60.19	166	39.81
39025	226	114	50.44	112	49.56
39026	317	188	59.31	129	40.69
39027	72	48	66.67	24	33.33
39028	357	193	54.06	164	45.94
39029	136	76	55.88	60	44.12
39030	328	151	46.04	177	53.96
39031	250	117	46.80	133	53.20
39032	308	182	59.09	126	40.91
39033	307	177	57.65	130	42.35
39034	288	164	56.94	124	43.06
39035	305	136	44.59	169	55.41
39036	121	83	68.60	38	31.40
39037	351	247	70.37	104	29.63
39038	211	155	73.46	56	26.54
39039	199	109	54.77	90	45.23
39040	269	170	63.20	99	36.80
39041	372	243	65.32	129	34.68
39042	359	250	69.64	109	30.36
39043	376	240	63.83	136	36.17
39044	259	187	72.20	72	27.80
39045	348	236	67.82	112	32.18
40001	265	146	55.09	119	44.91
40002	284	143	50.35	141	49.65
40003	353	187	52.97	166	47.03
40004	229	127	55.46	102	44.54
40005	329	182	55.32	147	44.68
40006	349	148	42.41	201	57.59
40007	342	192	56.14	150	43.86
40008	365	179	49.04	186	50.96
40009	257	161	62.65	96	37.35
40010	336	173	51.49	163	48.51
40011	341	195	57.18	146	42.82
40012	213	128	60.09	85	39.91
40013	395	178	45.06	217	54.94
40014	255	145	56.86	110	43.14
40015	274	155	56.57	119	43.43
40016	351	190	54.13	161	45.87
40017	297	167	56.23	130	43.77
40018	231	99	42.86	132	57.14
40019	396	213	53.79	183	46.21
40020	276	159	57.61	117	42.39
40021	357	202	56.58	155	43.42
40022	281	147	52.31	134	47.69
40023	380	197	51.84	183	48.16
40024	263	142	53.99	121	46.01
40025	346	202	58.38	144	41.62
40026	346	179	51.73	167	48.27
40027	402	184	45.77	218	54.23
40028	328	147	44.82	181	55.18
40029	356	226	63.48	130	36.52
40030	365	253	69.32	112	30.68
40031	358	177	49.44	181	50.56
40032	365	197	53.97	168	46.03
40033	333	168	50.45	165	49.55
40034	286	161	56.29	125	43.71
