Precinct	Votes	votes|Anna M. Valencia	pct|Anna M. Valencia
31021	97	97	100.00
31022	70	70	100.00
31023	96	96	100.00
31024	100	100	100.00
31025	70	70	100.00
31026	106	106	100.00
31027	115	115	100.00
31028	74	74	100.00
31029	105	105	100.00
31030	61	61	100.00
31031	72	72	100.00
31032	66	66	100.00
31033	68	68	100.00
31034	94	94	100.00
31035	97	97	100.00
31036	123	123	100.00
31037	87	87	100.00
31038	67	67	100.00
31039	115	115	100.00
31040	92	92	100.00
31041	88	88	100.00
32001	195	195	100.00
32002	168	168	100.00
32003	239	239	100.00
32004	174	174	100.00
32005	173	173	100.00
32006	171	171	100.00
32007	153	153	100.00
32008	182	182	100.00
32009	157	157	100.00
32010	156	156	100.00
32011	196	196	100.00
32012	150	150	100.00
32013	162	162	100.00
32014	230	230	100.00
32015	169	169	100.00
32016	163	163	100.00
32017	211	211	100.00
32018	150	150	100.00
32019	168	168	100.00
32020	195	195	100.00
32021	240	240	100.00
32022	247	247	100.00
32023	184	184	100.00
32024	112	112	100.00
32025	192	192	100.00
32026	238	238	100.00
32027	199	199	100.00
32028	204	204	100.00
32029	201	201	100.00
32030	153	153	100.00
32031	185	185	100.00
32032	203	203	100.00
32033	178	178	100.00
32034	182	182	100.00
32035	157	157	100.00
32036	176	176	100.00
32037	139	139	100.00
32038	148	148	100.00
32039	201	201	100.00
32040	204	204	100.00
32041	184	184	100.00
32042	142	142	100.00
32043	196	196	100.00
33001	232	232	100.00
33002	269	269	100.00
33003	276	276	100.00
33004	266	266	100.00
33005	173	173	100.00
33006	175	175	100.00
33007	213	213	100.00
33008	341	341	100.00
33009	242	242	100.00
33010	188	188	100.00
33011	229	229	100.00
33012	200	200	100.00
33013	184	184	100.00
33014	95	95	100.00
33015	200	200	100.00
33016	260	260	100.00
33017	233	233	100.00
33018	262	262	100.00
33019	223	223	100.00
33020	220	220	100.00
33021	237	237	100.00
33022	196	196	100.00
33023	261	261	100.00
33024	325	325	100.00
33025	245	245	100.00
33026	157	157	100.00
33027	206	206	100.00
33028	205	205	100.00
34001	85	85	100.00
34002	68	68	100.00
34003	58	58	100.00
34004	33	33	100.00
34005	45	45	100.00
34006	68	68	100.00
34007	102	102	100.00
34008	47	47	100.00
34009	42	42	100.00
34010	57	57	100.00
34011	47	47	100.00
34012	70	70	100.00
34013	52	52	100.00
34014	57	57	100.00
34015	41	41	100.00
34016	44	44	100.00
34017	92	92	100.00
34018	48	48	100.00
34019	69	69	100.00
34020	95	95	100.00
34021	86	86	100.00
34022	71	71	100.00
34023	42	42	100.00
34024	58	58	100.00
34025	91	91	100.00
34026	65	65	100.00
34027	51	51	100.00
34028	56	56	100.00
34029	44	44	100.00
34030	72	72	100.00
34031	34	34	100.00
34032	63	63	100.00
34033	65	65	100.00
34034	69	69	100.00
34035	56	56	100.00
34036	78	78	100.00
34037	31	31	100.00
34038	20	20	100.00
34039	63	63	100.00
34040	75	75	100.00
34041	33	33	100.00
34042	66	66	100.00
34043	95	95	100.00
34044	63	63	100.00
34045	67	67	100.00
34046	50	50	100.00
34047	57	57	100.00
34048	86	86	100.00
34049	59	59	100.00
34050	45	45	100.00
34051	83	83	100.00
34052	55	55	100.00
34053	36	36	100.00
35001	193	193	100.00
35002	242	242	100.00
35003	115	115	100.00
35004	173	173	100.00
35005	147	147	100.00
35006	159	159	100.00
35007	163	163	100.00
35008	185	185	100.00
35009	147	147	100.00
35010	231	231	100.00
35011	198	198	100.00
35012	87	87	100.00
35013	77	77	100.00
35014	106	106	100.00
35015	204	204	100.00
35016	105	105	100.00
35017	183	183	100.00
35018	117	117	100.00
35019	81	81	100.00
35020	141	141	100.00
35021	173	173	100.00
35022	182	182	100.00
35023	161	161	100.00
35024	158	158	100.00
35025	184	184	100.00
35026	137	137	100.00
35027	117	117	100.00
35028	169	169	100.00
35029	127	127	100.00
35030	136	136	100.00
35031	165	165	100.00
36001	136	136	100.00
36002	82	82	100.00
36003	101	101	100.00
36004	87	87	100.00
36005	102	102	100.00
36006	92	92	100.00
36007	168	168	100.00
36008	93	93	100.00
36009	81	81	100.00
36010	145	145	100.00
36011	74	74	100.00
36012	69	69	100.00
36013	73	73	100.00
36014	136	136	100.00
36015	135	135	100.00
36016	154	154	100.00
36017	174	174	100.00
36018	141	141	100.00
36019	98	98	100.00
36020	133	133	100.00
36021	84	84	100.00
36022	72	72	100.00
36023	76	76	100.00
36024	127	127	100.00
36025	104	104	100.00
36026	135	135	100.00
36027	109	109	100.00
36028	131	131	100.00
36029	125	125	100.00
36030	118	118	100.00
37001	32	32	100.00
37002	59	59	100.00
37003	55	55	100.00
37004	70	70	100.00
37005	57	57	100.00
37006	61	61	100.00
37007	63	63	100.00
37008	40	40	100.00
37009	64	64	100.00
37010	82	82	100.00
37011	41	41	100.00
37012	69	69	100.00
37013	45	45	100.00
37014	66	66	100.00
37015	78	78	100.00
37016	73	73	100.00
37017	66	66	100.00
37018	53	53	100.00
37019	29	29	100.00
37020	56	56	100.00
37021	79	79	100.00
37022	67	67	100.00
37023	49	49	100.00
37024	78	78	100.00
37025	60	60	100.00
37026	87	87	100.00
37027	64	64	100.00
37028	56	56	100.00
37029	69	69	100.00
37030	63	63	100.00
37031	65	65	100.00
37032	46	46	100.00
37033	77	77	100.00
37034	63	63	100.00
37035	63	63	100.00
37036	53	53	100.00
37037	75	75	100.00
37038	69	69	100.00
37039	49	49	100.00
37040	63	63	100.00
37041	60	60	100.00
38001	151	151	100.00
38002	172	172	100.00
38003	120	120	100.00
38004	150	150	100.00
38005	130	130	100.00
38006	121	121	100.00
38007	143	143	100.00
38008	131	131	100.00
38009	166	166	100.00
38010	107	107	100.00
38011	130	130	100.00
38012	147	147	100.00
38013	152	152	100.00
38014	155	155	100.00
38015	128	128	100.00
38016	146	146	100.00
38017	152	152	100.00
38018	154	154	100.00
38019	163	163	100.00
38020	163	163	100.00
38021	119	119	100.00
38022	144	144	100.00
38023	135	135	100.00
38024	141	141	100.00
38025	118	118	100.00
38026	135	135	100.00
38027	116	116	100.00
38028	161	161	100.00
38029	137	137	100.00
38030	105	105	100.00
38031	168	168	100.00
38032	110	110	100.00
38033	131	131	100.00
38034	155	155	100.00
38035	159	159	100.00
38036	120	120	100.00
38037	141	141	100.00
38038	150	150	100.00
38039	177	177	100.00
38040	153	153	100.00
38041	135	135	100.00
39001	200	200	100.00
39002	142	142	100.00
39003	191	191	100.00
39004	172	172	100.00
39005	176	176	100.00
39006	148	148	100.00
39007	147	147	100.00
39008	180	180	100.00
39009	147	147	100.00
39010	95	95	100.00
39011	151	151	100.00
39012	186	186	100.00
39013	106	106	100.00
39014	154	154	100.00
39015	169	169	100.00
39016	85	85	100.00
39017	203	203	100.00
39018	180	180	100.00
39019	159	159	100.00
39020	208	208	100.00
39021	148	148	100.00
39022	114	114	100.00
39023	201	201	100.00
39024	227	227	100.00
39025	107	107	100.00
39026	164	164	100.00
39027	44	44	100.00
39028	279	279	100.00
39029	66	66	100.00
39030	160	160	100.00
39031	143	143	100.00
39032	137	137	100.00
39033	177	177	100.00
39034	157	157	100.00
39035	161	161	100.00
39036	45	45	100.00
39037	187	187	100.00
39038	114	114	100.00
39039	110	110	100.00
39040	152	152	100.00
39041	176	176	100.00
39042	192	192	100.00
39043	168	168	100.00
39044	165	165	100.00
39045	185	185	100.00
40001	133	133	100.00
40002	130	130	100.00
40003	242	242	100.00
40004	129	129	100.00
40005	207	207	100.00
40006	251	251	100.00
40007	228	228	100.00
40008	277	277	100.00
40009	119	119	100.00
40010	122	122	100.00
40011	242	242	100.00
40012	170	170	100.00
40013	346	346	100.00
40014	126	126	100.00
40015	141	141	100.00
40016	308	308	100.00
40017	193	193	100.00
40018	98	98	100.00
40019	187	187	100.00
40020	138	138	100.00
40021	319	319	100.00
40022	214	214	100.00
40023	259	259	100.00
40024	130	130	100.00
40025	254	254	100.00
40026	217	217	100.00
40027	244	244	100.00
40028	209	209	100.00
40029	207	207	100.00
40030	232	232	100.00
40031	234	234	100.00
40032	274	274	100.00
40033	251	251	100.00
40034	144	144	100.00
40035	109	109	100.00
40036	186	186	100.00
40037	165	165	100.00
40038	301	301	100.00
40039	33	33	100.00
41001	172	172	100.00
41002	201	201	100.00
41003	184	184	100.00
41004	207	207	100.00
41005	190	190	100.00
41006	223	223	100.00
41007	203	203	100.00
41008	187	187	100.00
41009	176	176	100.00
41010	238	238	100.00
41011	200	200	100.00
41012	199	199	100.00
41013	202	202	100.00
41014	222	222	100.00
41015	275	275	100.00
41016	170	170	100.00
41017	168	168	100.00
41018	179	179	100.00
41019	199	199	100.00
41020	125	125	100.00
41021	181	181	100.00
41022	214	214	100.00
41023	182	182	100.00
41024	181	181	100.00
41025	70	70	100.00
41026	173	173	100.00
41027	97	97	100.00
41028	104	104	100.00
41029	79	79	100.00
41030	165	165	100.00
41031	203	203	100.00
41032	144	144	100.00
41033	216	216	100.00
41034	210	210	100.00
41035	207	207	100.00
41036	195	195	100.00
41037	230	230	100.00
41038	168	168	100.00
41039	200	200	100.00
41040	227	227	100.00
41041	202	202	100.00
41042	161	161	100.00
41043	196	196	100.00
41044	199	199	100.00
41045	171	171	100.00
41046	196	196	100.00
41047	180	180	100.00
42001	158	158	100.00
42002	125	125	100.00
42003	157	157	100.00
42004	231	231	100.00
42005	146	146	100.00
42006	192	192	100.00
42007	180	180	100.00
42008	149	149	100.00
42009	134	134	100.00
42010	201	201	100.00
42011	133	133	100.00
42012	139	139	100.00
42013	172	172	100.00
42014	160	160	100.00
42015	142	142	100.00
42016	176	176	100.00
42017	169	169	100.00
42018	101	101	100.00
42019	216	216	100.00
42020	144	144	100.00
42021	151	151	100.00
42022	75	75	100.00
42023	160	160	100.00
42024	150	150	100.00
42025	119	119	100.00
42026	190	190	100.00
42027	144	144	100.00
42028	209	209	100.00
42029	151	151	100.00
42030	172	172	100.00
42031	214	214	100.00
42032	144	144	100.00
42033	175	175	100.00
42034	158	158	100.00
42035	191	191	100.00
42036	211	211	100.00
42037	128	128	100.00
42038	126	126	100.00
42039	190	190	100.00
42040	183	183	100.00
42041	150	150	100.00
42042	234	234	100.00
43001	91	91	100.00
43002	186	186	100.00
43003	200	200	100.00
43004	195	195	100.00
43005	172	172	100.00
43006	123	123	100.00
43007	143	143	100.00
43008	122	122	100.00
43009	198	198	100.00
43010	244	244	100.00
43011	174	174	100.00
43012	157	157	100.00
43013	177	177	100.00
43014	245	245	100.00
43015	160	160	100.00
43016	188	188	100.00
43017	141	141	100.00
43018	239	239	100.00
43019	183	183	100.00
43020	228	228	100.00
43021	178	178	100.00
43022	123	123	100.00
43023	128	128	100.00
43024	139	139	100.00
43025	222	222	100.00
43026	135	135	100.00
43027	186	186	100.00
43028	212	212	100.00
43029	172	172	100.00
43030	186	186	100.00
43031	170	170	100.00
43032	184	184	100.00
43033	186	186	100.00
43034	111	111	100.00
43035	218	218	100.00
43036	85	85	100.00
43037	177	177	100.00
43038	146	146	100.00
43039	126	126	100.00
43040	97	97	100.00
43041	229	229	100.00
43042	166	166	100.00
43043	170	170	100.00
43044	180	180	100.00
43045	122	122	100.00
43046	87	87	100.00
44001	347	347	100.00
44002	229	229	100.00
44003	172	172	100.00
44004	178	178	100.00
44005	211	211	100.00
44006	284	284	100.00
44007	199	199	100.00
44008	241	241	100.00
44009	217	217	100.00
44010	198	198	100.00
44011	231	231	100.00
44012	234	234	100.00
44013	163	163	100.00
44014	176	176	100.00
44015	193	193	100.00
44016	215	215	100.00
44017	297	297	100.00
44018	188	188	100.00
44019	231	231	100.00
44020	177	177	100.00
44021	228	228	100.00
44022	228	228	100.00
44023	192	192	100.00
44024	170	170	100.00
44025	220	220	100.00
44026	254	254	100.00
44027	247	247	100.00
44028	190	190	100.00
44029	192	192	100.00
44030	247	247	100.00
44031	158	158	100.00
44032	250	250	100.00
44033	192	192	100.00
44034	235	235	100.00
44035	246	246	100.00
44036	204	204	100.00
44037	238	238	100.00
44038	161	161	100.00
44039	201	201	100.00
44040	212	212	100.00
44041	222	222	100.00
45001	137	137	100.00
45002	153	153	100.00
45003	153	153	100.00
45004	246	246	100.00
45005	175	175	100.00
45006	252	252	100.00
45007	255	255	100.00
45008	169	169	100.00
45009	154	154	100.00
45010	183	183	100.00
45011	99	99	100.00
45012	142	142	100.00
45013	161	161	100.00
45014	197	197	100.00
45015	237	237	100.00
45016	166	166	100.00
45017	216	216	100.00
45018	153	153	100.00
45019	94	94	100.00
45020	131	131	100.00
45021	153	153	100.00
45022	139	139	100.00
45023	172	172	100.00
45024	136	136	100.00
45025	124	124	100.00
45026	84	84	100.00
45027	167	167	100.00
45028	159	159	100.00
45029	167	167	100.00
45030	163	163	100.00
45031	143	143	100.00
45032	132	132	100.00
45033	133	133	100.00
45034	202	202	100.00
45035	226	226	100.00
45036	168	168	100.00
45037	181	181	100.00
45038	154	154	100.00
45039	210	210	100.00
45040	178	178	100.00
45041	153	153	100.00
45042	178	178	100.00
45043	163	163	100.00
45044	185	185	100.00
45045	104	104	100.00
45046	121	121	100.00
45047	156	156	100.00
45048	155	155	100.00
46001	144	144	100.00
46002	193	193	100.00
46003	247	247	100.00
46004	177	177	100.00
46005	244	244	100.00
46006	143	143	100.00
46007	249	249	100.00
46008	123	123	100.00
46009	212	212	100.00
46010	266	266	100.00
46011	159	159	100.00
46012	248	248	100.00
46013	194	194	100.00
46014	130	130	100.00
46015	175	175	100.00
46016	259	259	100.00
46017	261	261	100.00
46018	212	212	100.00
46019	152	152	100.00
46020	130	130	100.00
46021	100	100	100.00
46022	140	140	100.00
46023	137	137	100.00
46024	230	230	100.00
46025	195	195	100.00
46026	178	178	100.00
46027	263	263	100.00
46028	205	205	100.00
46029	158	158	100.00
46030	182	182	100.00
46031	185	185	100.00
46032	190	190	100.00
46033	233	233	100.00
46034	239	239	100.00
46035	168	168	100.00
46036	172	172	100.00
46037	147	147	100.00
46038	132	132	100.00
46039	178	178	100.00
46040	226	226	100.00
47001	134	134	100.00
47002	274	274	100.00
47003	250	250	100.00
47004	250	250	100.00
47005	241	241	100.00
47006	269	269	100.00
47007	190	190	100.00
47008	280	280	100.00
47009	207	207	100.00
47010	298	298	100.00
47011	201	201	100.00
47012	308	308	100.00
47013	244	244	100.00
47014	218	218	100.00
47015	302	302	100.00
47016	257	257	100.00
47017	227	227	100.00
47018	216	216	100.00
47019	301	301	100.00
47020	244	244	100.00
47021	237	237	100.00
47022	255	255	100.00
47023	298	298	100.00
47024	238	238	100.00
47025	274	274	100.00
47026	321	321	100.00
47027	221	221	100.00
47028	239	239	100.00
47029	232	232	100.00
47030	323	323	100.00
47031	238	238	100.00
47032	291	291	100.00
47033	190	190	100.00
47034	244	244	100.00
47035	284	284	100.00
47036	299	299	100.00
47037	262	262	100.00
47038	258	258	100.00
47039	240	240	100.00
47040	251	251	100.00
47041	256	256	100.00
47042	259	259	100.00
47043	212	212	100.00
47044	171	171	100.00
47045	261	261	100.00
47046	259	259	100.00
47047	236	236	100.00
47048	24	24	100.00
48001	230	230	100.00
48002	129	129	100.00
48003	206	206	100.00
48004	221	221	100.00
48005	191	191	100.00
48006	200	200	100.00
48007	229	229	100.00
48008	102	102	100.00
48009	106	106	100.00
48010	328	328	100.00
48011	306	306	100.00
48012	237	237	100.00
48013	224	224	100.00
48014	90	90	100.00
48015	100	100	100.00
48016	164	164	100.00
48017	179	179	100.00
48018	113	113	100.00
48019	165	165	100.00
48020	258	258	100.00
48021	219	219	100.00
48022	187	187	100.00
48023	188	188	100.00
48024	196	196	100.00
48025	209	209	100.00
48026	71	71	100.00
48027	161	161	100.00
48028	196	196	100.00
48029	105	105	100.00
48030	210	210	100.00
48031	200	200	100.00
48032	176	176	100.00
48033	135	135	100.00
48034	181	181	100.00
48035	113	113	100.00
48036	135	135	100.00
48037	205	205	100.00
48038	264	264	100.00
48039	177	177	100.00
48040	210	210	100.00
48041	172	172	100.00
48042	282	282	100.00
48043	183	183	100.00
48044	298	298	100.00
48045	185	185	100.00
48046	129	129	100.00
49001	81	81	100.00
49002	137	137	100.00
49003	253	253	100.00
49004	243	243	100.00
49005	200	200	100.00
49006	184	184	100.00
49007	195	195	100.00
49008	160	160	100.00
49009	222	222	100.00
49010	203	203	100.00
49011	299	299	100.00
49012	263	263	100.00
49013	220	220	100.00
49014	148	148	100.00
49015	124	124	100.00
49016	199	199	100.00
49017	125	125	100.00
49018	288	288	100.00
49019	125	125	100.00
49020	302	302	100.00
49021	100	100	100.00
49022	190	190	100.00
49023	232	232	100.00
49024	125	125	100.00
49025	272	272	100.00
49026	241	241	100.00
49027	209	209	100.00
49028	305	305	100.00
49029	261	261	100.00
49030	178	178	100.00
49031	131	131	100.00
49032	179	179	100.00
49033	159	159	100.00
50001	171	171	100.00
50002	86	86	100.00
50003	139	139	100.00
50004	141	141	100.00
50005	101	101	100.00
50006	144	144	100.00
50007	211	211	100.00
50008	108	108	100.00
50009	124	124	100.00
50010	119	119	100.00
50011	70	70	100.00
50012	54	54	100.00
50013	121	121	100.00
50014	39	39	100.00
50015	204	204	100.00
50016	32	32	100.00
50017	94	94	100.00
50018	33	33	100.00
50019	75	75	100.00
50020	137	137	100.00
50021	113	113	100.00
50022	90	90	100.00
50023	82	82	100.00
50024	99	99	100.00
50025	100	100	100.00
50026	105	105	100.00
50027	45	45	100.00
50028	112	112	100.00
50029	96	96	100.00
50030	90	90	100.00
50031	136	136	100.00
50032	98	98	100.00
50033	105	105	100.00
50034	206	206	100.00
50035	172	172	100.00
50036	197	197	100.00
50037	140	140	100.00
50038	79	79	100.00
50039	70	70	100.00
50040	136	136	100.00
